zipcode,state,state_fips,county,county_fips,county_population,county_urban_pct
00501,NY,36,Suffolk County,103,1493350,97.4
00544,NY,36,Suffolk County,103,1493350,97.4
00601,PR,72,Adjuntas Municipio,001,19483,56.46
00602,PR,72,Aguada Municipio,003,41959,100
00603,PR,72,Aguadilla Municipio,005,60949,99.93
00604,PR,,,,,
00605,PR,,,,,
00606,PR,72,Maricao Municipio,093,6276,42.97
00610,PR,72,Anasco Municipio,011,29261,87.41
00611,PR,,,,,
00612,PR,72,Arecibo Municipio,013,96440,90.63
00613,PR,,,,,
00614,PR,,,,,
00616,PR,72,Arecibo Municipio,013,96440,90.63
00617,PR,72,Barceloneta Municipio,017,24816,97.95
00622,PR,72,Cabo Rojo Municipio,023,50917,95.47
00623,PR,72,Cabo Rojo Municipio,023,50917,95.47
00624,PR,72,Penuelas Municipio,111,24282,83.63
00627,PR,72,Camuy Municipio,027,35159,86.51
00631,PR,72,Lares Municipio,081,30753,74.28
00636,PR,,,,,
00637,PR,72,Sabana Grande Municipio,121,25265,91.68
00638,PR,72,Ciales Municipio,039,18782,61.55
00641,PR,72,Utuado Municipio,141,33149,53.07
00646,PR,72,Dorado Municipio,051,38165,99.98
00647,PR,72,Guanica Municipio,055,19427,88.74
00650,PR,72,Florida Municipio,054,12680,82.09
00652,PR,72,Arecibo Municipio,013,96440,90.63
00653,PR,72,Guanica Municipio,055,19427,88.74
00656,PR,72,Guayanilla Municipio,059,21581,87.89
00659,PR,72,Hatillo Municipio,065,41953,89.16
00660,PR,72,Hormigueros Municipio,067,17250,99.8
00662,PR,72,Isabela Municipio,071,45631,93.46
00664,PR,72,Jayuya Municipio,073,16642,67.9
00667,PR,72,Lajas Municipio,079,25753,81.73
00669,PR,72,Lares Municipio,081,30753,74.28
00670,PR,72,Las Marias Municipio,083,9881,33.69
00674,PR,72,Manati Municipio,091,44113,93.07
00676,PR,72,Moca Municipio,099,40109,87.44
00677,PR,72,Rincon Municipio,117,15200,100
00678,PR,72,Quebradillas Municipio,115,25919,92.45
00680,PR,72,Mayaguez Municipio,097,89080,95.94
00681,PR,,,,,
00682,PR,72,Mayaguez Municipio,097,89080,95.94
00683,PR,72,San German Municipio,125,35527,91.1
00685,PR,72,San Sebastian Municipio,131,42430,86.88
00687,PR,72,Morovis Municipio,101,32610,88.94
00688,PR,72,Arecibo Municipio,013,96440,90.63
00690,PR,72,Aguadilla Municipio,005,60949,99.93
00692,PR,72,Vega Alta Municipio,143,39951,98.25
00693,PR,72,Vega Baja Municipio,145,59662,95.82
00694,PR,72,Vega Baja Municipio,145,59662,95.82
00698,PR,72,Yauco Municipio,153,42043,81.59
00703,PR,72,Aguas Buenas Municipio,007,28659,89.46
00704,PR,72,Salinas Municipio,123,31078,86.31
00705,PR,72,Aibonito Municipio,009,25900,87.99
00707,PR,72,Maunabo Municipio,095,12225,75.89
00714,PR,72,Arroyo Municipio,015,19575,95.78
00715,PR,72,Ponce Municipio,113,166327,95.59
00716,PR,72,Ponce Municipio,113,166327,95.59
00717,PR,72,Ponce Municipio,113,166327,95.59
00718,PR,72,Naguabo Municipio,103,26720,91.62
00719,PR,72,Naranjito Municipio,105,30402,100
00720,PR,72,Orocovis Municipio,107,23423,64.11
00721,PR,,,,,
00723,PR,72,Patillas Municipio,109,19277,74.42
00725,PR,72,Caguas Municipio,025,142893,99.1
00726,PR,,,,,
00727,PR,72,Caguas Municipio,025,142893,99.1
00728,PR,72,Ponce Municipio,113,166327,95.59
00729,PR,72,Canovanas Municipio,029,47648,97.72
00730,PR,72,Ponce Municipio,113,166327,95.59
00731,PR,72,Ponce Municipio,113,166327,95.59
00732,PR,,,,,
00733,PR,,,,,
00734,PR,,,,,
00735,PR,72,Ceiba Municipio,037,13631,88.19
00736,PR,72,Cayey Municipio,035,48119,90.84
00737,PR,,,,,
00738,PR,72,Fajardo Municipio,053,36993,97.88
00739,PR,72,Cidra Municipio,041,43480,96.11
00740,PR,72,Fajardo Municipio,053,36993,97.88
00741,PR,72,Humacao Municipio,069,58466,99.52
00742,PR,,,,,
00744,PR,,,,,
00745,PR,72,Rio Grande Municipio,119,54304,97.44
00751,PR,72,Salinas Municipio,123,31078,86.31
00754,PR,72,San Lorenzo Municipio,129,41058,88.78
00757,PR,72,Santa Isabel Municipio,133,23274,87.2
00765,PR,72,Vieques Municipio,147,9301,88.49
00766,PR,72,Villalba Municipio,149,26073,86.54
00767,PR,72,Yabucoa Municipio,151,37941,84.85
00769,PR,72,Coamo Municipio,043,40512,81.13
00771,PR,72,Las Piedras Municipio,085,38675,97.57
00772,PR,72,Loiza Municipio,087,30060,99.26
00773,PR,72,Luquillo Municipio,089,20068,91.14
00775,PR,72,Culebra Municipio,049,1818,0
00777,PR,72,Juncos Municipio,077,40290,96.79
00778,PR,72,Gurabo Municipio,063,45369,99.64
00780,PR,72,Ponce Municipio,113,166327,95.59
00782,PR,72,Comerio Municipio,045,20778,87.44
00783,PR,72,Corozal Municipio,047,37142,93.62
00784,PR,72,Guayama Municipio,057,45362,90.88
00785,PR,,,,,
00786,PR,72,Aibonito Municipio,009,25900,87.99
00791,PR,72,Humacao Municipio,069,58466,99.52
00792,PR,,,,,
00794,PR,72,Barranquitas Municipio,019,30318,96.81
00795,PR,72,Juana Diaz Municipio,075,50747,93.26
00801,VI,,,,,
00802,VI,,,,,
00803,VI,,,,,
00804,VI,,,,,
00805,VI,,,,,
00820,VI,,,,,
00821,VI,,,,,
00822,VI,,,,,
00823,VI,,,,,
00824,VI,,,,,
00830,VI,,,,,
00831,VI,,,,,
00840,VI,,,,,
00841,VI,,,,,
00850,VI,,,,,
00851,VI,,,,,
00901,PR,72,San Juan Municipio,127,395326,100
00902,PR,,,,,
00906,PR,72,San Juan Municipio,127,395326,100
00907,PR,72,San Juan Municipio,127,395326,100
00908,PR,,,,,
00909,PR,72,San Juan Municipio,127,395326,100
00910,PR,,,,,
00911,PR,72,San Juan Municipio,127,395326,100
00912,PR,72,San Juan Municipio,127,395326,100
00913,PR,72,San Juan Municipio,127,395326,100
00914,PR,,,,,
00915,PR,72,San Juan Municipio,127,395326,100
00916,PR,,,,,
00917,PR,72,San Juan Municipio,127,395326,100
00918,PR,72,San Juan Municipio,127,395326,100
00919,PR,,,,,
00920,PR,72,San Juan Municipio,127,395326,100
00921,PR,72,San Juan Municipio,127,395326,100
00922,PR,,,,,
00923,PR,72,San Juan Municipio,127,395326,100
00924,PR,72,San Juan Municipio,127,395326,100
00925,PR,72,San Juan Municipio,127,395326,100
00926,PR,72,San Juan Municipio,127,395326,100
00927,PR,72,San Juan Municipio,127,395326,100
00928,PR,,,,,
00929,PR,72,San Juan,127,395326,100
00930,PR,,,,,
00931,PR,72,San Juan,127,395326,100
00933,PR,72,San Juan,127,395326,100
00934,PR,72,Guaynabo Municipio,061,97924,99.99
00935,PR,72,San Juan,127,395326,100
00936,PR,72,San Juan Municipio,127,395326,100
00937,PR,72,San Juan,127,395326,100
00939,PR,72,San Juan,127,395326,100
00940,PR,,,,,
00949,PR,72,Toa Baja Municipio,137,89609,100
00950,PR,72,Dorado Municipio,051,38165,99.98
00951,PR,72,Toa Baja Municipio,137,89609,100
00952,PR,72,Toa Baja Municipio,137,89609,100
00953,PR,72,Toa Alta Municipio,135,74066,100
00954,PR,72,Toa Alta,135,74066,100
00955,PR,72,San Juan,127,395326,100
00956,PR,72,Bayamon Municipio,021,208116,99.99
00957,PR,72,Bayamon Municipio,021,208116,99.99
00958,PR,72,Bayamon,021,208116,99.99
00959,PR,72,Bayamon Municipio,021,208116,99.99
00960,PR,72,Bayamon Municipio,021,208116,99.99
00961,PR,72,Bayamon Municipio,021,208116,99.99
00962,PR,72,Catano Municipio,033,28140,99.99
00963,PR,72,Catano,033,28140,99.99
00965,PR,72,Guaynabo Municipio,061,97924,99.99
00966,PR,72,Guaynabo Municipio,061,97924,99.99
00968,PR,72,Guaynabo Municipio,061,97924,99.99
00969,PR,72,Guaynabo Municipio,061,97924,99.99
00970,PR,,,,,
00971,PR,72,Guaynabo Municipio,061,97924,99.99
00975,PR,72,San Juan,127,395326,100
00976,PR,72,Trujillo Alto Municipio,139,74842,100
00977,PR,,,,,
00978,PR,72,San Juan,127,395326,100
00979,PR,72,Carolina Municipio,031,176762,99.84
00981,PR,72,Carolina,031,176762,99.84
00982,PR,72,Carolina Municipio,031,176762,99.84
00983,PR,72,Carolina Municipio,031,176762,99.84
00984,PR,72,Carolina,031,176762,99.84
00985,PR,72,Carolina Municipio,031,176762,99.84
00986,PR,72,Carolina,031,176762,99.84
00987,PR,72,Carolina Municipio,031,176762,99.84
00988,PR,72,Carolina,031,176762,99.84
01001,MA,25,Hampden County,013,463490,91.43
01002,MA,25,Hampshire County,015,158080,72.56
01003,MA,25,Hampshire County,015,158080,72.56
01004,MA,25,Hampshire County,015,158080,72.56
01005,MA,25,Worcester County,027,798552,81.61
01007,MA,25,Hampshire County,015,158080,72.56
01008,MA,25,Hampden County,013,463490,91.43
01009,MA,25,Hampden County,013,463490,91.43
01010,MA,25,Hampden County,013,463490,91.43
01011,MA,25,Hampden County,013,463490,91.43
01012,MA,25,Hampshire County,015,158080,72.56
01013,MA,25,Hampden County,013,463490,91.43
01014,MA,25,Hampden County,013,463490,91.43
01020,MA,25,Hampden County,013,463490,91.43
01021,MA,25,Hampden County,013,463490,91.43
01022,MA,25,Hampden County,013,463490,91.43
01026,MA,25,Hampshire County,015,158080,72.56
01027,MA,25,Hampshire County,015,158080,72.56
01028,MA,25,Hampden County,013,463490,91.43
01029,MA,25,Berkshire County,003,131219,68.41
01030,MA,25,Hampden County,013,463490,91.43
01031,MA,25,Worcester County,027,798552,81.61
01032,MA,25,Hampshire County,015,158080,72.56
01033,MA,25,Hampshire County,015,158080,72.56
01034,MA,25,Hampden County,013,463490,91.43
01035,MA,25,Hampshire County,015,158080,72.56
01036,MA,25,Hampden County,013,463490,91.43
01037,MA,25,Worcester County,027,798552,81.61
01038,MA,25,Hampshire County,015,158080,72.56
01039,MA,25,Hampshire County,015,158080,72.56
01040,MA,25,Hampden County,013,463490,91.43
01041,MA,25,Hampden County,013,463490,91.43
01050,MA,25,Hampshire County,015,158080,72.56
01053,MA,25,Hampshire County,015,158080,72.56
01054,MA,25,Franklin County,011,71372,45.57
01056,MA,25,Hampden County,013,463490,91.43
01057,MA,25,Hampden County,013,463490,91.43
01059,MA,25,Hampshire County,015,158080,72.56
01060,MA,25,Hampshire County,015,158080,72.56
01061,MA,25,Hampshire County,015,158080,72.56
01062,MA,25,Hampshire County,015,158080,72.56
01063,MA,25,Hampshire County,015,158080,72.56
01066,MA,25,Hampshire County,015,158080,72.56
01068,MA,25,Worcester County,027,798552,81.61
01069,MA,25,Hampden County,013,463490,91.43
01070,MA,25,Hampshire County,015,158080,72.56
01071,MA,25,Hampden County,013,463490,91.43
01072,MA,25,Franklin County,011,71372,45.57
01073,MA,25,Hampshire County,015,158080,72.56
01074,MA,25,Worcester County,027,798552,81.61
01075,MA,25,Hampshire County,015,158080,72.56
01077,MA,25,Hampden County,013,463490,91.43
01079,MA,25,Hampden County,013,463490,91.43
01080,MA,25,Hampden County,013,463490,91.43
01081,MA,25,Hampden County,013,463490,91.43
01082,MA,25,Hampshire County,015,158080,72.56
01083,MA,25,Worcester County,027,798552,81.61
01084,MA,25,Hampshire County,015,158080,72.56
01085,MA,25,Hampden County,013,463490,91.43
01086,MA,25,Hampden County,013,463490,91.43
01088,MA,25,Hampshire County,015,158080,72.56
01089,MA,25,Hampden County,013,463490,91.43
01090,MA,25,Hampden County,013,463490,91.43
01092,MA,25,Worcester County,027,798552,81.61
01093,MA,25,Franklin County,011,71372,45.57
01094,MA,25,Worcester County,027,798552,81.61
01095,MA,25,Hampden County,013,463490,91.43
01096,MA,25,Hampshire County,015,158080,72.56
01097,MA,25,Hampden County,013,463490,91.43
01098,MA,25,Hampshire County,015,158080,72.56
01101,MA,25,Hampden County,013,463490,91.43
01102,MA,25,Hampden County,013,463490,91.43
01103,MA,25,Hampden County,013,463490,91.43
01104,MA,25,Hampden County,013,463490,91.43
01105,MA,25,Hampden County,013,463490,91.43
01106,MA,25,Hampden County,013,463490,91.43
01107,MA,25,Hampden County,013,463490,91.43
01108,MA,25,Hampden County,013,463490,91.43
01109,MA,25,Hampden County,013,463490,91.43
01111,MA,25,Hampden County,013,463490,91.43
01115,MA,25,Hampden County,013,463490,91.43
01116,MA,25,Hampden County,013,463490,91.43
01118,MA,25,Hampden County,013,463490,91.43
01119,MA,25,Hampden County,013,463490,91.43
01128,MA,25,Hampden County,013,463490,91.43
01129,MA,25,Hampden County,013,463490,91.43
01133,MA,25,Hampden County,013,463490,91.43
01138,MA,25,Hampden County,013,463490,91.43
01139,MA,25,Hampden County,013,463490,91.43
01144,MA,25,Hampden County,013,463490,91.43
01151,MA,25,Hampden County,013,463490,91.43
01152,MA,25,Hampden County,013,463490,91.43
01195,MA,25,Hampden County,013,463490,91.43
01199,MA,25,Hampden County,013,463490,91.43
01201,MA,25,Berkshire County,003,131219,68.41
01202,MA,25,Berkshire County,003,131219,68.41
01203,MA,25,Berkshire County,003,131219,68.41
01220,MA,25,Berkshire County,003,131219,68.41
01222,MA,25,Berkshire County,003,131219,68.41
01223,MA,25,Berkshire County,003,131219,68.41
01224,MA,25,Berkshire County,003,131219,68.41
01225,MA,25,Berkshire County,003,131219,68.41
01226,MA,25,Berkshire County,003,131219,68.41
01227,MA,25,Berkshire County,003,131219,68.41
01229,MA,25,Berkshire County,003,131219,68.41
01230,MA,25,Berkshire County,003,131219,68.41
01235,MA,25,Berkshire County,003,131219,68.41
01236,MA,25,Berkshire County,003,131219,68.41
01237,MA,25,Berkshire County,003,131219,68.41
01238,MA,25,Berkshire County,003,131219,68.41
01240,MA,25,Berkshire County,003,131219,68.41
01242,MA,25,Berkshire County,003,131219,68.41
01243,MA,25,Hampshire County,015,158080,72.56
01244,MA,25,Berkshire County,003,131219,68.41
01245,MA,25,Berkshire County,003,131219,68.41
01247,MA,25,Berkshire County,003,131219,68.41
01252,MA,25,Berkshire County,003,131219,68.41
01253,MA,25,Berkshire County,003,131219,68.41
01254,MA,25,Berkshire County,003,131219,68.41
01255,MA,25,Berkshire County,003,131219,68.41
01256,MA,25,Berkshire County,003,131219,68.41
01257,MA,25,Berkshire County,003,131219,68.41
01258,MA,25,Berkshire County,003,131219,68.41
01259,MA,25,Berkshire County,003,131219,68.41
01260,MA,25,Berkshire County,003,131219,68.41
01262,MA,25,Berkshire County,003,131219,68.41
01263,MA,25,Berkshire County,003,131219,68.41
01264,MA,25,Berkshire County,003,131219,68.41
01266,MA,25,Berkshire County,003,131219,68.41
01267,MA,25,Berkshire County,003,131219,68.41
01270,MA,25,Berkshire County,003,131219,68.41
01301,MA,25,Franklin County,011,71372,45.57
01302,MA,25,Franklin County,011,71372,45.57
01330,MA,25,Franklin County,011,71372,45.57
01331,MA,25,Worcester County,027,798552,81.61
01337,MA,25,Franklin County,011,71372,45.57
01338,MA,25,Franklin County,011,71372,45.57
01339,MA,25,Franklin County,011,71372,45.57
01340,MA,25,Franklin County,011,71372,45.57
01341,MA,25,Franklin County,011,71372,45.57
01342,MA,25,Franklin County,011,71372,45.57
01343,MA,25,Berkshire County,003,131219,68.41
01344,MA,25,Franklin County,011,71372,45.57
01346,MA,25,Franklin County,011,71372,45.57
01347,MA,25,Franklin County,011,71372,45.57
01349,MA,25,Franklin County,011,71372,45.57
01350,MA,25,Franklin County,011,71372,45.57
01351,MA,25,Franklin County,011,71372,45.57
01354,MA,25,Franklin County,011,71372,45.57
01355,MA,25,Franklin County,011,71372,45.57
01360,MA,25,Franklin County,011,71372,45.57
01364,MA,25,Franklin County,011,71372,45.57
01366,MA,25,Worcester County,027,798552,81.61
01367,MA,25,Franklin County,011,71372,45.57
01368,MA,25,Worcester County,027,798552,81.61
01370,MA,25,Franklin County,011,71372,45.57
01373,MA,25,Franklin County,011,71372,45.57
01375,MA,25,Franklin County,011,71372,45.57
01376,MA,25,Franklin County,011,71372,45.57
01378,MA,25,Franklin County,011,71372,45.57
01379,MA,25,Franklin County,011,71372,45.57
01380,MA,25,Franklin County,011,71372,45.57
01420,MA,25,Worcester County,027,798552,81.61
01430,MA,25,Worcester County,027,798552,81.61
01431,MA,25,Middlesex County,017,1503085,96.97
01432,MA,25,Middlesex County,017,1503085,96.97
01434,MA,25,Worcester County,027,798552,81.61
01436,MA,25,Worcester County,027,798552,81.61
01438,MA,25,Worcester County,027,798552,81.61
01440,MA,25,Worcester County,027,798552,81.61
01441,MA,25,Worcester County,027,798552,81.61
01450,MA,25,Middlesex County,017,1503085,96.97
01451,MA,25,Worcester County,027,798552,81.61
01452,MA,25,Worcester County,027,798552,81.61
01453,MA,25,Worcester County,027,798552,81.61
01460,MA,25,Middlesex County,017,1503085,96.97
01462,MA,25,Worcester County,027,798552,81.61
01463,MA,25,Middlesex County,017,1503085,96.97
01464,MA,25,Middlesex County,017,1503085,96.97
01467,MA,25,Worcester County,027,798552,81.61
01468,MA,25,Worcester County,027,798552,81.61
01469,MA,25,Middlesex County,017,1503085,96.97
01470,MA,25,Middlesex County,017,1503085,96.97
01471,MA,25,Middlesex County,017,1503085,96.97
01472,MA,25,Middlesex County,017,1503085,96.97
01473,MA,25,Worcester County,027,798552,81.61
01474,MA,25,Middlesex County,017,1503085,96.97
01475,MA,25,Worcester County,027,798552,81.61
01477,MA,25,Worcester County,027,798552,81.61
01501,MA,25,Worcester County,027,798552,81.61
01503,MA,25,Worcester County,027,798552,81.61
01504,MA,25,Worcester County,027,798552,81.61
01505,MA,25,Worcester County,027,798552,81.61
01506,MA,25,Worcester County,027,798552,81.61
01507,MA,25,Worcester County,027,798552,81.61
01508,MA,25,Worcester County,027,798552,81.61
01509,MA,25,Worcester County,027,798552,81.61
01510,MA,25,Worcester County,027,798552,81.61
01515,MA,25,Worcester County,027,798552,81.61
01516,MA,25,Worcester County,027,798552,81.61
01517,MA,25,Worcester County,027,798552,81.61
01518,MA,25,Worcester County,027,798552,81.61
01519,MA,25,Worcester County,027,798552,81.61
01520,MA,25,Worcester County,027,798552,81.61
01521,MA,25,Hampden County,013,463490,91.43
01522,MA,25,Worcester County,027,798552,81.61
01523,MA,25,Worcester County,027,798552,81.61
01524,MA,25,Worcester County,027,798552,81.61
01525,MA,25,Worcester County,027,798552,81.61
01526,MA,25,Worcester County,027,798552,81.61
01527,MA,25,Worcester County,027,798552,81.61
01529,MA,25,Worcester County,027,798552,81.61
01531,MA,25,Worcester County,027,798552,81.61
01532,MA,25,Worcester County,027,798552,81.61
01534,MA,25,Worcester County,027,798552,81.61
01535,MA,25,Worcester County,027,798552,81.61
01536,MA,25,Worcester County,027,798552,81.61
01537,MA,25,Worcester County,027,798552,81.61
01538,MA,25,Worcester County,027,798552,81.61
01540,MA,25,Worcester County,027,798552,81.61
01541,MA,25,Worcester County,027,798552,81.61
01542,MA,25,Worcester County,027,798552,81.61
01543,MA,25,Worcester County,027,798552,81.61
01545,MA,25,Worcester County,027,798552,81.61
01546,MA,25,Worcester County,027,798552,81.61
01550,MA,25,Worcester County,027,798552,81.61
01560,MA,25,Worcester County,027,798552,81.61
01561,MA,25,Worcester County,027,798552,81.61
01562,MA,25,Worcester County,027,798552,81.61
01564,MA,25,Worcester County,027,798552,81.61
01566,MA,25,Worcester County,027,798552,81.61
01568,MA,25,Worcester County,027,798552,81.61
01569,MA,25,Worcester County,027,798552,81.61
01570,MA,25,Worcester County,027,798552,81.61
01571,MA,25,Worcester County,027,798552,81.61
01580,MA,25,Worcester County,027,798552,81.61
01581,MA,25,Worcester County,027,798552,81.61
01582,MA,25,Worcester County,027,798552,81.61
01583,MA,25,Worcester County,027,798552,81.61
01585,MA,25,Worcester County,027,798552,81.61
01586,MA,25,Worcester County,027,798552,81.61
01588,MA,25,Worcester County,027,798552,81.61
01590,MA,25,Worcester County,027,798552,81.61
01601,MA,25,Worcester County,027,798552,81.61
01602,MA,25,Worcester County,027,798552,81.61
01603,MA,25,Worcester County,027,798552,81.61
01604,MA,25,Worcester County,027,798552,81.61
01605,MA,25,Worcester County,027,798552,81.61
01606,MA,25,Worcester County,027,798552,81.61
01607,MA,25,Worcester County,027,798552,81.61
01608,MA,25,Worcester County,027,798552,81.61
01609,MA,25,Worcester County,027,798552,81.61
01610,MA,25,Worcester County,027,798552,81.61
01611,MA,25,Worcester County,027,798552,81.61
01612,MA,25,Worcester County,027,798552,81.61
01613,MA,25,Worcester County,027,798552,81.61
01614,MA,25,Worcester County,027,798552,81.61
01615,MA,25,Worcester County,027,798552,81.61
01653,MA,25,Worcester County,027,798552,81.61
01654,MA,25,Worcester County,027,798552,81.61
01655,MA,25,Worcester County,027,798552,81.61
01701,MA,25,Middlesex County,017,1503085,96.97
01702,MA,25,Middlesex County,017,1503085,96.97
01703,MA,25,Middlesex County,017,1503085,96.97
01704,MA,25,Middlesex County,017,1503085,96.97
01705,MA,25,Middlesex County,017,1503085,96.97
01718,MA,25,Middlesex County,017,1503085,96.97
01719,MA,25,Middlesex County,017,1503085,96.97
01720,MA,25,Middlesex County,017,1503085,96.97
01721,MA,25,Middlesex County,017,1503085,96.97
01730,MA,25,Middlesex County,017,1503085,96.97
01731,MA,25,Middlesex County,017,1503085,96.97
01740,MA,25,Worcester County,027,798552,81.61
01741,MA,25,Middlesex County,017,1503085,96.97
01742,MA,25,Middlesex County,017,1503085,96.97
01745,MA,25,Worcester County,027,798552,81.61
01746,MA,25,Middlesex County,017,1503085,96.97
01747,MA,25,Worcester County,027,798552,81.61
01748,MA,25,Middlesex County,017,1503085,96.97
01749,MA,25,Middlesex County,017,1503085,96.97
01752,MA,25,Middlesex County,017,1503085,96.97
01754,MA,25,Middlesex County,017,1503085,96.97
01756,MA,25,Worcester County,027,798552,81.61
01757,MA,25,Worcester County,027,798552,81.61
01760,MA,25,Middlesex County,017,1503085,96.97
01770,MA,25,Middlesex County,017,1503085,96.97
01772,MA,25,Worcester County,027,798552,81.61
01773,MA,25,Middlesex County,017,1503085,96.97
01775,MA,25,Middlesex County,017,1503085,96.97
01776,MA,25,Middlesex County,017,1503085,96.97
01778,MA,25,Middlesex County,017,1503085,96.97
01784,MA,25,Middlesex County,017,1503085,96.97
01801,MA,25,Middlesex County,017,1503085,96.97
01803,MA,25,Middlesex County,017,1503085,96.97
01805,MA,25,Middlesex County,017,1503085,96.97
01806,MA,25,Middlesex County,017,1503085,96.97
01807,MA,25,Middlesex County,017,1503085,96.97
01808,MA,25,Middlesex County,017,1503085,96.97
01810,MA,25,Essex County,009,743159,95.76
01812,MA,25,Essex County,009,743159,95.76
01813,MA,25,Middlesex County,017,1503085,96.97
01815,MA,25,Middlesex County,017,1503085,96.97
01821,MA,25,Middlesex County,017,1503085,96.97
01822,MA,25,Middlesex County,017,1503085,96.97
01824,MA,25,Middlesex County,017,1503085,96.97
01826,MA,25,Middlesex County,017,1503085,96.97
01827,MA,25,Middlesex County,017,1503085,96.97
01830,MA,25,Essex County,009,743159,95.76
01831,MA,25,Essex County,009,743159,95.76
01832,MA,25,Essex County,009,743159,95.76
01833,MA,25,Essex County,009,743159,95.76
01834,MA,25,Essex County,009,743159,95.76
01835,MA,25,Essex County,009,743159,95.76
01840,MA,25,Essex County,009,743159,95.76
01841,MA,25,Essex County,009,743159,95.76
01842,MA,25,Essex County,009,743159,95.76
01843,MA,25,Essex County,009,743159,95.76
01844,MA,25,Essex County,009,743159,95.76
01845,MA,25,Essex County,009,743159,95.76
01850,MA,25,Middlesex County,017,1503085,96.97
01851,MA,25,Middlesex County,017,1503085,96.97
01852,MA,25,Middlesex County,017,1503085,96.97
01853,MA,25,Middlesex County,017,1503085,96.97
01854,MA,25,Middlesex County,017,1503085,96.97
01860,MA,25,Essex County,009,743159,95.76
01862,MA,25,Middlesex County,017,1503085,96.97
01863,MA,25,Middlesex County,017,1503085,96.97
01864,MA,25,Middlesex County,017,1503085,96.97
01865,MA,25,Middlesex County,017,1503085,96.97
01866,MA,25,Middlesex County,017,1503085,96.97
01867,MA,25,Middlesex County,017,1503085,96.97
01876,MA,25,Middlesex County,017,1503085,96.97
01879,MA,25,Middlesex County,017,1503085,96.97
01880,MA,25,Middlesex County,017,1503085,96.97
01885,MA,25,Essex County,009,743159,95.76
01886,MA,25,Middlesex County,017,1503085,96.97
01887,MA,25,Middlesex County,017,1503085,96.97
01888,MA,25,Middlesex County,017,1503085,96.97
01889,MA,25,Middlesex County,017,1503085,96.97
01890,MA,25,Middlesex County,017,1503085,96.97
01899,MA,25,Essex County,009,743159,95.76
01901,MA,25,Essex County,009,743159,95.76
01902,MA,25,Essex County,009,743159,95.76
01903,MA,25,Essex County,009,743159,95.76
01904,MA,25,Essex County,009,743159,95.76
01905,MA,25,Essex County,009,743159,95.76
01906,MA,25,Essex County,009,743159,95.76
01907,MA,25,Essex County,009,743159,95.76
01908,MA,25,Essex County,009,743159,95.76
01910,MA,25,Essex County,009,743159,95.76
01913,MA,25,Essex County,009,743159,95.76
01915,MA,25,Essex County,009,743159,95.76
01921,MA,25,Essex County,009,743159,95.76
01922,MA,25,Essex County,009,743159,95.76
01923,MA,25,Essex County,009,743159,95.76
01929,MA,25,Essex County,009,743159,95.76
01930,MA,25,Essex County,009,743159,95.76
01931,MA,25,Essex County,009,743159,95.76
01936,MA,25,Essex County,009,743159,95.76
01937,MA,25,Essex County,009,743159,95.76
01938,MA,25,Essex County,009,743159,95.76
01940,MA,25,Essex County,009,743159,95.76
01944,MA,25,Essex County,009,743159,95.76
01945,MA,25,Essex County,009,743159,95.76
01949,MA,25,Essex County,009,743159,95.76
01950,MA,25,Essex County,009,743159,95.76
01951,MA,25,Essex County,009,743159,95.76
01952,MA,25,Essex County,009,743159,95.76
01960,MA,25,Essex County,009,743159,95.76
01961,MA,25,Essex County,009,743159,95.76
01965,MA,25,Essex County,009,743159,95.76
01966,MA,25,Essex County,009,743159,95.76
01969,MA,25,Essex County,009,743159,95.76
01970,MA,25,Essex County,009,743159,95.76
01971,MA,25,Essex County,009,743159,95.76
01982,MA,25,Essex County,009,743159,95.76
01983,MA,25,Essex County,009,743159,95.76
01984,MA,25,Essex County,009,743159,95.76
01985,MA,25,Essex County,009,743159,95.76
02018,MA,25,Plymouth County,023,494919,89.69
02019,MA,25,Norfolk County,021,670850,98.76
02020,MA,25,Plymouth County,023,494919,89.69
02021,MA,25,Norfolk County,021,670850,98.76
02025,MA,25,Norfolk County,021,670850,98.76
02026,MA,25,Norfolk County,021,670850,98.76
02027,MA,25,Norfolk County,021,670850,98.76
02030,MA,25,Norfolk County,021,670850,98.76
02031,MA,25,Bristol County,005,548285,90.17
02032,MA,25,Norfolk County,021,670850,98.76
02035,MA,25,Norfolk County,021,670850,98.76
02038,MA,25,Norfolk County,021,670850,98.76
02040,MA,25,Plymouth County,023,494919,89.69
02041,MA,25,Plymouth County,023,494919,89.69
02043,MA,25,Plymouth County,023,494919,89.69
02044,MA,25,Plymouth County,023,494919,89.69
02045,MA,25,Plymouth County,023,494919,89.69
02047,MA,25,Plymouth County,023,494919,89.69
02048,MA,25,Bristol County,005,548285,90.17
02050,MA,25,Plymouth County,023,494919,89.69
02051,MA,25,Plymouth County,023,494919,89.69
02052,MA,25,Norfolk County,021,670850,98.76
02053,MA,25,Norfolk County,021,670850,98.76
02054,MA,25,Norfolk County,021,670850,98.76
02055,MA,25,Plymouth County,023,494919,89.69
02056,MA,25,Norfolk County,021,670850,98.76
02059,MA,25,Plymouth County,023,494919,89.69
02060,MA,25,Plymouth County,023,494919,89.69
02061,MA,25,Plymouth County,023,494919,89.69
02062,MA,25,Norfolk County,021,670850,98.76
02065,MA,25,Plymouth County,023,494919,89.69
02066,MA,25,Plymouth County,023,494919,89.69
