zipcode,state,state_fips,county,county_fips,county_population,county_urban_pct
28080,NC,37,Lincoln County,109,78265,45.45
28081,NC,37,Cabarrus County,025,178011,80.75
28082,NC,37,Cabarrus County,025,178011,80.75
28083,NC,37,Cabarrus County,025,178011,80.75
28086,NC,37,Cleveland County,045,98078,44.21
28088,NC,37,Rowan County,159,138428,61.18
28089,NC,37,Cleveland County,045,98078,44.21
28090,NC,37,Cleveland County,045,98078,44.21
28091,NC,37,Anson County,007,26948,21.49
28092,NC,37,Lincoln County,109,78265,45.45
28093,NC,37,Lincoln County,109,78265,45.45
28097,NC,37,Stanly County,167,60585,32.29
28098,NC,37,Gaston County,071,206086,80.35
28101,NC,37,Gaston County,071,206086,80.35
28102,NC,37,Anson County,007,26948,21.49
28103,NC,37,Union County,179,201292,72.71
28104,NC,37,Union County,179,201292,72.71
28105,NC,37,Mecklenburg County,119,919628,98.93
28106,NC,37,Mecklenburg County,119,919628,98.93
28107,NC,37,Cabarrus County,025,178011,80.75
28108,NC,37,Union County,179,201292,72.71
28109,NC,37,Stanly County,167,60585,32.29
28110,NC,37,Union County,179,201292,72.71
28111,NC,37,Union County,179,201292,72.71
28112,NC,37,Union County,179,201292,72.71
28114,NC,37,Rutherford County,161,67810,38.96
28115,NC,37,Iredell County,097,159437,62.09
28117,NC,37,Iredell County,097,159437,62.09
28119,NC,37,Anson County,007,26948,21.49
28120,NC,37,Gaston County,071,206086,80.35
28123,NC,37,Iredell County,097,159437,62.09
28124,NC,37,Cabarrus County,025,178011,80.75
28125,NC,37,Rowan County,159,138428,61.18
28126,NC,37,Mecklenburg County,119,919628,98.93
28127,NC,37,Stanly County,167,60585,32.29
28128,NC,37,Stanly County,167,60585,32.29
28129,NC,37,Stanly County,167,60585,32.29
28130,NC,37,Mecklenburg County,119,919628,98.93
28133,NC,37,Anson County,007,26948,21.49
28134,NC,37,Mecklenburg County,119,919628,98.93
28135,NC,37,Anson County,007,26948,21.49
28136,NC,37,Cleveland County,045,98078,44.21
28137,NC,37,Stanly County,167,60585,32.29
28138,NC,37,Rowan County,159,138428,61.18
28139,NC,37,Rutherford County,161,67810,38.96
28144,NC,37,Rowan County,159,138428,61.18
28145,NC,37,Rowan County,159,138428,61.18
28146,NC,37,Rowan County,159,138428,61.18
28147,NC,37,Rowan County,159,138428,61.18
28150,NC,37,Cleveland County,045,98078,44.21
28151,NC,37,Cleveland County,045,98078,44.21
28152,NC,37,Cleveland County,045,98078,44.21
28159,NC,37,Rowan County,159,138428,61.18
28160,NC,37,Rutherford County,161,67810,38.96
28163,NC,37,Stanly County,167,60585,32.29
28164,NC,37,Gaston County,071,206086,80.35
28166,NC,37,Iredell County,097,159437,62.09
28167,NC,37,Rutherford County,161,67810,38.96
28168,NC,37,Lincoln County,109,78265,45.45
28169,NC,37,Cleveland County,045,98078,44.21
28170,NC,37,Anson County,007,26948,21.49
28173,NC,37,Union County,179,201292,72.71
28174,NC,37,Union County,179,201292,72.71
28201,NC,37,Mecklenburg County,119,919628,98.93
28202,NC,37,Mecklenburg County,119,919628,98.93
28203,NC,37,Mecklenburg County,119,919628,98.93
28204,NC,37,Mecklenburg County,119,919628,98.93
28205,NC,37,Mecklenburg County,119,919628,98.93
28206,NC,37,Mecklenburg County,119,919628,98.93
28207,NC,37,Mecklenburg County,119,919628,98.93
28208,NC,37,Mecklenburg County,119,919628,98.93
28209,NC,37,Mecklenburg County,119,919628,98.93
28210,NC,37,Mecklenburg County,119,919628,98.93
28211,NC,37,Mecklenburg County,119,919628,98.93
28212,NC,37,Mecklenburg County,119,919628,98.93
28213,NC,37,Mecklenburg County,119,919628,98.93
28214,NC,37,Mecklenburg County,119,919628,98.93
28215,NC,37,Mecklenburg County,119,919628,98.93
28216,NC,37,Mecklenburg County,119,919628,98.93
28217,NC,37,Mecklenburg County,119,919628,98.93
28218,NC,37,Mecklenburg County,119,919628,98.93
28219,NC,37,Mecklenburg County,119,919628,98.93
28220,NC,37,Mecklenburg County,119,919628,98.93
28221,NC,37,Mecklenburg County,119,919628,98.93
28222,NC,37,Mecklenburg County,119,919628,98.93
28223,NC,37,Mecklenburg County,119,919628,98.93
28224,NC,37,Mecklenburg County,119,919628,98.93
28226,NC,37,Mecklenburg County,119,919628,98.93
28227,NC,37,Mecklenburg County,119,919628,98.93
28228,NC,37,Mecklenburg County,119,919628,98.93
28229,NC,37,Mecklenburg County,119,919628,98.93
28230,NC,37,Mecklenburg County,119,919628,98.93
28231,NC,37,Mecklenburg County,119,919628,98.93
28232,NC,37,Mecklenburg County,119,919628,98.93
28233,NC,37,Mecklenburg County,119,919628,98.93
28234,NC,37,Mecklenburg County,119,919628,98.93
28235,NC,37,Mecklenburg County,119,919628,98.93
28236,NC,37,Mecklenburg County,119,919628,98.93
28237,NC,37,Mecklenburg County,119,919628,98.93
28241,NC,37,Mecklenburg County,119,919628,98.93
28242,NC,37,Mecklenburg County,119,919628,98.93
28243,NC,37,Mecklenburg County,119,919628,98.93
28244,NC,37,Mecklenburg County,119,919628,98.93
28246,NC,37,Mecklenburg County,119,919628,98.93
28247,NC,37,Mecklenburg County,119,919628,98.93
28250,NC,37,Mecklenburg County,119,919628,98.93
28253,NC,37,Mecklenburg County,119,919628,98.93
28254,NC,37,Mecklenburg County,119,919628,98.93
28255,NC,37,Mecklenburg County,119,919628,98.93
28256,NC,37,Mecklenburg County,119,919628,98.93
28258,NC,37,Mecklenburg County,119,919628,98.93
28260,NC,37,Mecklenburg County,119,919628,98.93
28262,NC,37,Mecklenburg County,119,919628,98.93
28263,NC,37,Mecklenburg County,119,919628,98.93
28265,NC,37,Mecklenburg County,119,919628,98.93
28266,NC,37,Mecklenburg County,119,919628,98.93
28269,NC,37,Mecklenburg County,119,919628,98.93
28270,NC,37,Mecklenburg County,119,919628,98.93
28271,NC,37,Mecklenburg County,119,919628,98.93
28272,NC,37,Mecklenburg County,119,919628,98.93
28273,NC,37,Mecklenburg County,119,919628,98.93
28274,NC,37,Mecklenburg County,119,919628,98.93
28275,NC,37,Mecklenburg County,119,919628,98.93
28277,NC,37,Mecklenburg County,119,919628,98.93
28278,NC,37,Mecklenburg County,119,919628,98.93
28280,NC,37,Mecklenburg County,119,919628,98.93
28281,NC,37,Mecklenburg County,119,919628,98.93
28282,NC,37,Mecklenburg County,119,919628,98.93
28284,NC,37,Mecklenburg County,119,919628,98.93
28285,NC,37,Mecklenburg County,119,919628,98.93
28287,NC,37,Mecklenburg County,119,919628,98.93
28288,NC,37,Mecklenburg County,119,919628,98.93
28289,NC,37,Mecklenburg County,119,919628,98.93
28290,NC,37,Mecklenburg County,119,919628,98.93
28296,NC,37,Mecklenburg County,119,919628,98.93
28297,NC,37,Mecklenburg County,119,919628,98.93
28299,NC,37,Mecklenburg County,119,919628,98.93
28301,NC,37,Cumberland County,051,319431,86.63
28302,NC,37,Cumberland County,051,319431,86.63
28303,NC,37,Cumberland County,051,319431,86.63
28304,NC,37,Cumberland County,051,319431,86.63
28305,NC,37,Cumberland County,051,319431,86.63
28306,NC,37,Bladen County,017,35190,8.77
28307,NC,37,Cumberland County,051,319431,86.63
28308,NC,37,Cumberland County,051,319431,86.63
28309,NC,37,Cumberland County,051,319431,86.63
28310,NC,37,Cumberland County,051,319431,86.63
28311,NC,37,Cumberland County,051,319431,86.63
28312,NC,37,Cumberland County,051,319431,86.63
28314,NC,37,Cumberland County,051,319431,86.63
28315,NC,37,Moore County,125,88247,49.34
28318,NC,37,Sampson County,163,63431,15.04
28319,NC,37,Robeson County,155,134168,37.39
28320,NC,37,Bladen County,017,35190,8.77
28323,NC,37,Harnett County,085,114678,44.08
28325,NC,37,Duplin County,061,58505,13.54
28326,NC,37,Harnett County,085,114678,44.08
28327,NC,37,Moore County,125,88247,49.34
28328,NC,37,Sampson County,163,63431,15.04
28329,NC,37,Sampson County,163,63431,15.04
28330,NC,37,Richmond County,153,46639,54.47
28331,NC,37,Cumberland County,051,319431,86.63
28332,NC,37,Bladen County,017,35190,8.77
28333,NC,37,Wayne County,191,122623,53.6
28334,NC,37,Sampson County,163,63431,15.04
28335,NC,37,Harnett County,085,114678,44.08
28337,NC,37,Bladen County,017,35190,8.77
28338,NC,37,Richmond County,153,46639,54.47
28339,NC,37,Harnett County,085,114678,44.08
28340,NC,37,Robeson County,155,134168,37.39
28341,NC,37,Duplin County,061,58505,13.54
28342,NC,37,Cumberland County,051,319431,86.63
28343,NC,37,Scotland County,165,36157,51.61
28344,NC,37,Sampson County,163,63431,15.04
28345,NC,37,Richmond County,153,46639,54.47
28347,NC,37,Richmond County,153,46639,54.47
28348,NC,37,Cumberland County,051,319431,86.63
28349,NC,37,Duplin County,061,58505,13.54
28350,NC,37,Moore County,125,88247,49.34
28351,NC,37,Scotland County,165,36157,51.61
28352,NC,37,Scotland County,165,36157,51.61
28353,NC,37,Scotland County,165,36157,51.61
28355,NC,37,Lee County,105,57866,57.24
28356,NC,37,Harnett County,085,114678,44.08
28357,NC,37,Robeson County,155,134168,37.39
28358,NC,37,Robeson County,155,134168,37.39
28359,NC,37,Robeson County,155,134168,37.39
28360,NC,37,Robeson County,155,134168,37.39
28362,NC,37,Robeson County,155,134168,37.39
28363,NC,37,Richmond County,153,46639,54.47
28364,NC,37,Robeson County,155,134168,37.39
28365,NC,37,Wayne County,191,122623,53.6
28366,NC,37,Sampson County,163,63431,15.04
28367,NC,37,Richmond County,153,46639,54.47
28368,NC,37,Harnett County,085,114678,44.08
28369,NC,37,Robeson County,155,134168,37.39
28370,NC,37,Moore County,125,88247,49.34
28371,NC,37,Robeson County,155,134168,37.39
28372,NC,37,Robeson County,155,134168,37.39
28373,NC,37,Moore County,125,88247,49.34
28374,NC,37,Moore County,125,88247,49.34
28375,NC,37,Robeson County,155,134168,37.39
28376,NC,37,Hoke County,093,46952,56.85
28377,NC,37,Robeson County,155,134168,37.39
28378,NC,37,Robeson County,155,134168,37.39
28379,NC,37,Richmond County,153,46639,54.47
28380,NC,37,Richmond County,153,46639,54.47
28382,NC,37,Sampson County,163,63431,15.04
28383,NC,37,Robeson County,155,134168,37.39
28384,NC,37,Bladen County,017,35190,8.77
28385,NC,37,Sampson County,163,63431,15.04
28386,NC,37,Robeson County,155,134168,37.39
28387,NC,37,Moore County,125,88247,49.34
28388,NC,37,Moore County,125,88247,49.34
28390,NC,37,Harnett County,085,114678,44.08
28391,NC,37,Cumberland County,051,319431,86.63
28392,NC,37,Bladen County,017,35190,8.77
28393,NC,37,Sampson County,163,63431,15.04
28394,NC,37,Moore County,125,88247,49.34
28395,NC,37,Cumberland County,051,319431,86.63
28396,NC,37,Scotland County,165,36157,51.61
28398,NC,37,Duplin County,061,58505,13.54
28399,NC,37,Bladen County,017,35190,8.77
28401,NC,37,New Hanover County,129,202667,97.79
28402,NC,37,New Hanover County,129,202667,97.79
28403,NC,37,New Hanover County,129,202667,97.79
28404,NC,37,New Hanover County,129,202667,97.79
28405,NC,37,New Hanover County,129,202667,97.79
28406,NC,37,New Hanover County,129,202667,97.79
28407,NC,37,New Hanover County,129,202667,97.79
28408,NC,37,New Hanover County,129,202667,97.79
28409,NC,37,New Hanover County,129,202667,97.79
28410,NC,37,New Hanover County,129,202667,97.79
28411,NC,37,New Hanover County,129,202667,97.79
28412,NC,37,New Hanover County,129,202667,97.79
28420,NC,37,Brunswick County,019,107431,57.04
28421,NC,37,Pender County,141,52217,31.24
28422,NC,37,Brunswick County,019,107431,57.04
28423,NC,37,Columbus County,047,58098,19.41
28424,NC,37,Columbus County,047,58098,19.41
28425,NC,37,Pender County,141,52217,31.24
28428,NC,37,New Hanover County,129,202667,97.79
28429,NC,37,New Hanover County,129,202667,97.79
28430,NC,37,Columbus County,047,58098,19.41
28431,NC,37,Columbus County,047,58098,19.41
28432,NC,37,Columbus County,047,58098,19.41
28433,NC,37,Bladen County,017,35190,8.77
28434,NC,37,Bladen County,017,35190,8.77
28435,NC,37,Pender County,141,52217,31.24
28436,NC,37,Columbus County,047,58098,19.41
28438,NC,37,Columbus County,047,58098,19.41
28439,NC,37,Columbus County,047,58098,19.41
28441,NC,37,Sampson County,163,63431,15.04
28442,NC,37,Columbus County,047,58098,19.41
28443,NC,37,Pender County,141,52217,31.24
28444,NC,37,Sampson County,163,63431,15.04
28445,NC,37,Onslow County,133,177772,73.65
28447,NC,37,Sampson County,163,63431,15.04
28448,NC,37,Bladen County,017,35190,8.77
28449,NC,37,New Hanover County,129,202667,97.79
28450,NC,37,Columbus County,047,58098,19.41
28451,NC,37,Brunswick County,019,107431,57.04
28452,NC,37,Brunswick County,019,107431,57.04
28453,NC,37,Duplin County,061,58505,13.54
28454,NC,37,Onslow County,133,177772,73.65
28455,NC,37,Columbus County,047,58098,19.41
28456,NC,37,Columbus County,047,58098,19.41
28457,NC,37,Pender County,141,52217,31.24
28458,NC,37,Duplin County,061,58505,13.54
28459,NC,37,Brunswick County,019,107431,57.04
28460,NC,37,Onslow County,133,177772,73.65
28461,NC,37,Brunswick County,019,107431,57.04
28462,NC,37,Brunswick County,019,107431,57.04
28463,NC,37,Columbus County,047,58098,19.41
28464,NC,37,Duplin County,061,58505,13.54
28465,NC,37,Brunswick County,019,107431,57.04
28466,NC,37,Duplin County,061,58505,13.54
28467,NC,37,Brunswick County,019,107431,57.04
28468,NC,37,Brunswick County,019,107431,57.04
28469,NC,37,Brunswick County,019,107431,57.04
28470,NC,37,Brunswick County,019,107431,57.04
28472,NC,37,Columbus County,047,58098,19.41
28478,NC,37,Pender County,141,52217,31.24
28479,NC,37,Brunswick County,019,107431,57.04
28480,NC,37,New Hanover County,129,202667,97.79
28501,NC,37,Lenoir County,107,59495,54.99
28502,NC,37,Lenoir County,107,59495,54.99
28503,NC,37,Lenoir County,107,59495,54.99
28504,NC,37,Lenoir County,107,59495,54.99
28508,NC,37,Duplin County,061,58505,13.54
28509,NC,37,Pamlico County,137,13144,0
28510,NC,37,Pamlico County,137,13144,0
28511,NC,37,Carteret County,031,66469,67.4
28512,NC,37,Carteret County,031,66469,67.4
28513,NC,37,Pitt County,147,168148,74.56
28515,NC,37,Pamlico County,137,13144,0
28516,NC,37,Carteret County,031,66469,67.4
28518,NC,37,Duplin County,061,58505,13.54
28519,NC,37,Craven County,049,103505,72.29
28520,NC,37,Carteret County,031,66469,67.4
28521,NC,37,Duplin County,061,58505,13.54
28522,NC,37,Jones County,103,10153,0
28523,NC,37,Craven County,049,103505,72.29
28524,NC,37,Carteret County,031,66469,67.4
28525,NC,37,Lenoir County,107,59495,54.99
28526,NC,37,Craven County,049,103505,72.29
28527,NC,37,Craven County,049,103505,72.29
28528,NC,37,Carteret County,031,66469,67.4
28529,NC,37,Pamlico County,137,13144,0
28530,NC,37,Pitt County,147,168148,74.56
28531,NC,37,Carteret County,031,66469,67.4
28532,NC,37,Craven County,049,103505,72.29
28533,NC,37,Craven County,049,103505,72.29
28537,NC,37,Pamlico County,137,13144,0
28538,NC,37,Greene County,079,21362,0
28539,NC,37,Onslow County,133,177772,73.65
28540,NC,37,Onslow County,133,177772,73.65
28541,NC,37,Onslow County,133,177772,73.65
28542,NC,37,Onslow County,133,177772,73.65
28543,NC,37,Onslow County,133,177772,73.65
28544,NC,37,Onslow County,133,177772,73.65
28545,NC,37,Onslow County,133,177772,73.65
28546,NC,37,Onslow County,133,177772,73.65
28547,NC,37,Onslow County,133,177772,73.65
28551,NC,37,Lenoir County,107,59495,54.99
28552,NC,37,Pamlico County,137,13144,0
28553,NC,37,Carteret County,031,66469,67.4
28554,NC,37,Greene County,079,21362,0
28555,NC,37,Onslow County,133,177772,73.65
28556,NC,37,Pamlico County,137,13144,0
28557,NC,37,Carteret County,031,66469,67.4
28560,NC,37,Craven County,049,103505,72.29
28561,NC,37,Craven County,049,103505,72.29
28562,NC,37,Craven County,049,103505,72.29
28563,NC,37,Craven County,049,103505,72.29
28564,NC,37,Craven County,049,103505,72.29
28570,NC,37,Carteret County,031,66469,67.4
28571,NC,37,Pamlico County,137,13144,0
28572,NC,37,Duplin County,061,58505,13.54
28573,NC,37,Jones County,103,10153,0
28574,NC,37,Onslow County,133,177772,73.65
28575,NC,37,Carteret County,031,66469,67.4
28577,NC,37,Carteret County,031,66469,67.4
28578,NC,37,Wayne County,191,122623,53.6
28579,NC,37,Carteret County,031,66469,67.4
28580,NC,37,Greene County,079,21362,0
28581,NC,37,Carteret County,031,66469,67.4
28582,NC,37,Onslow County,133,177772,73.65
28583,NC,37,Pamlico County,137,13144,0
28584,NC,37,Carteret County,031,66469,67.4
28585,NC,37,Jones County,103,10153,0
28586,NC,37,Craven County,049,103505,72.29
28587,NC,37,Pamlico County,137,13144,0
28589,NC,37,Carteret County,031,66469,67.4
28590,NC,37,Pitt County,147,168148,74.56
28594,NC,37,Carteret County,031,66469,67.4
28601,NC,37,Catawba County,035,154358,69.7
28602,NC,37,Catawba County,035,154358,69.7
28603,NC,37,Catawba County,035,154358,69.7
28604,NC,37,Watauga County,189,51079,44.56
28605,NC,37,Watauga County,189,51079,44.56
28606,NC,37,Wilkes County,193,69340,27.21
28607,NC,37,Watauga County,189,51079,44.56
28608,NC,37,Watauga County,189,51079,44.56
28609,NC,37,Catawba County,035,154358,69.7
28610,NC,37,Catawba County,035,154358,69.7
28611,NC,37,Caldwell County,027,83029,65.57
28612,NC,37,Burke County,023,90912,57.35
28613,NC,37,Catawba County,035,154358,69.7
28615,NC,37,Ashe County,009,27281,15.14
28616,NC,37,Avery County,011,17797,11.22
28617,NC,37,Ashe County,009,27281,15.14
28618,NC,37,Watauga County,189,51079,44.56
28619,NC,37,Burke County,023,90912,57.35
28621,NC,37,Surry County,171,73673,31.19
28622,NC,37,Avery County,011,17797,11.22
28623,NC,37,Alleghany County,005,11155,0
28624,NC,37,Wilkes County,193,69340,27.21
28625,NC,37,Iredell County,097,159437,62.09
28626,NC,37,Ashe County,009,27281,15.14
28627,NC,37,Alleghany County,005,11155,0
28628,NC,37,Burke County,023,90912,57.35
28629,NC,37,Ashe County,009,27281,15.14
28630,NC,37,Caldwell County,027,83029,65.57
28631,NC,37,Ashe County,009,27281,15.14
28633,NC,37,Caldwell County,027,83029,65.57
28634,NC,37,Iredell County,097,159437,62.09
28635,NC,37,Wilkes County,193,69340,27.21
28636,NC,37,Alexander County,003,37198,27.22
28637,NC,37,Burke County,023,90912,57.35
28638,NC,37,Caldwell County,027,83029,65.57
28640,NC,37,Ashe County,009,27281,15.14
28641,NC,37,Avery County,011,17797,11.22
28642,NC,37,Yadkin County,197,38406,15.32
28643,NC,37,Ashe County,009,27281,15.14
28644,NC,37,Alleghany County,005,11155,0
28645,NC,37,Caldwell County,027,83029,65.57
28646,NC,37,Avery County,011,17797,11.22
28647,NC,37,Avery County,011,17797,11.22
28649,NC,37,Wilkes County,193,69340,27.21
28650,NC,37,Catawba County,035,154358,69.7
28651,NC,37,Wilkes County,193,69340,27.21
28652,NC,37,Avery County,011,17797,11.22
28653,NC,37,Avery County,011,17797,11.22
28654,NC,37,Wilkes County,193,69340,27.21
28655,NC,37,Burke County,023,90912,57.35
28656,NC,37,Wilkes County,193,69340,27.21
28657,NC,37,Avery County,011,17797,11.22
28658,NC,37,Catawba County,035,154358,69.7
28659,NC,37,Wilkes County,193,69340,27.21
28660,NC,37,Iredell County,097,159437,62.09
28661,NC,37,Caldwell County,027,83029,65.57
28662,NC,37,Avery County,011,17797,11.22
28663,NC,37,Alleghany County,005,11155,0
28664,NC,37,Avery County,011,17797,11.22
28665,NC,37,Wilkes County,193,69340,27.21
28666,NC,37,Burke County,023,90912,57.35
28667,NC,37,Caldwell County,027,83029,65.57
28668,NC,37,Alleghany County,005,11155,0
28669,NC,37,Wilkes County,193,69340,27.21
28670,NC,37,Wilkes County,193,69340,27.21
28671,NC,37,Burke County,023,90912,57.35
28672,NC,37,Ashe County,009,27281,15.14
28673,NC,37,Catawba County,035,154358,69.7
28674,NC,37,Wilkes County,193,69340,27.21
28675,NC,37,Alleghany County,005,11155,0
28676,NC,37,Surry County,171,73673,31.19
28677,NC,37,Iredell County,097,159437,62.09
28678,NC,37,Alexander County,003,37198,27.22
28679,NC,37,Watauga County,189,51079,44.56
28680,NC,37,Burke County,023,90912,57.35
28681,NC,37,Alexander County,003,37198,27.22
28682,NC,37,Catawba County,035,154358,69.7
28683,NC,37,Surry County,171,73673,31.19
28684,NC,37,Ashe County,009,27281,15.14
28685,NC,37,Wilkes County,193,69340,27.21
28687,NC,37,Iredell County,097,159437,62.09
28688,NC,37,Iredell County,097,159437,62.09
28689,NC,37,Iredell County,097,159437,62.09
28690,NC,37,Burke County,023,90912,57.35
28691,NC,37,Watauga County,189,51079,44.56
28692,NC,37,Watauga County,189,51079,44.56
28693,NC,37,Ashe County,009,27281,15.14
28694,NC,37,Ashe County,009,27281,15.14
28697,NC,37,Wilkes County,193,69340,27.21
28698,NC,37,Watauga County,189,51079,44.56
28699,NC,37,Alexander County,003,37198,27.22
28701,NC,37,Buncombe County,021,238318,75.92
28702,NC,37,Graham County,075,8861,0
28704,NC,37,Buncombe County,021,238318,75.92
28705,NC,37,Mitchell County,121,15579,17.36
28707,NC,37,Jackson County,099,40271,26.91
28708,NC,37,Transylvania County,175,33090,40.36
28709,NC,37,Buncombe County,021,238318,75.92
28710,NC,37,Henderson County,089,106740,66.73
28711,NC,37,Buncombe County,021,238318,75.92
28712,NC,37,Transylvania County,175,33090,40.36
28713,NC,37,Swain County,173,13981,0
28714,NC,37,Yancey County,199,17818,0
28715,NC,37,Buncombe County,021,238318,75.92
28716,NC,37,Haywood County,087,59036,44.56
28717,NC,37,Jackson County,099,40271,26.91
28718,NC,37,Transylvania County,175,33090,40.36
28719,NC,37,Jackson County,099,40271,26.91
28720,NC,37,Rutherford County,161,67810,38.96
28721,NC,37,Haywood County,087,59036,44.56
28722,NC,37,Polk County,149,20510,7.73
28723,NC,37,Jackson County,099,40271,26.91
28724,NC,37,Henderson County,089,106740,66.73
28725,NC,37,Jackson County,099,40271,26.91
28726,NC,37,Henderson County,089,106740,66.73
28727,NC,37,Henderson County,089,106740,66.73
28728,NC,37,Buncombe County,021,238318,75.92
28729,NC,37,Henderson County,089,106740,66.73
28730,NC,37,Buncombe County,021,238318,75.92
28731,NC,37,Henderson County,089,106740,66.73
28732,NC,37,Henderson County,089,106740,66.73
28733,NC,37,Graham County,075,8861,0
28734,NC,37,Macon County,113,33922,19.99
28735,NC,37,Henderson County,089,106740,66.73
28736,NC,37,Jackson County,099,40271,26.91
28737,NC,37,McDowell County,111,44996,29.7
28738,NC,37,Haywood County,087,59036,44.56
28739,NC,37,Henderson County,089,106740,66.73
28740,NC,37,Yancey County,199,17818,0
28741,NC,37,Macon County,113,33922,19.99
28742,NC,37,Henderson County,089,106740,66.73
28743,NC,37,Madison County,115,20764,9.38
28744,NC,37,Macon County,113,33922,19.99
28745,NC,37,Haywood County,087,59036,44.56
28746,NC,37,Rutherford County,161,67810,38.96
28747,NC,37,Transylvania County,175,33090,40.36
28748,NC,37,Buncombe County,021,238318,75.92
28749,NC,37,McDowell County,111,44996,29.7
28750,NC,37,Polk County,149,20510,7.73
28751,NC,37,Haywood County,087,59036,44.56
28752,NC,37,McDowell County,111,44996,29.7
28753,NC,37,Madison County,115,20764,9.38
28754,NC,37,Madison County,115,20764,9.38
28755,NC,37,Yancey County,199,17818,0
28756,NC,37,Polk County,149,20510,7.73
28757,NC,37,Buncombe County,021,238318,75.92
28758,NC,37,Henderson County,089,106740,66.73
28759,NC,37,Henderson County,089,106740,66.73
28760,NC,37,Henderson County,089,106740,66.73
28761,NC,37,McDowell County,111,44996,29.7
28762,NC,37,McDowell County,111,44996,29.7
28763,NC,37,Macon County,113,33922,19.99
28765,NC,37,Mitchell County,121,15579,17.36
28766,NC,37,Transylvania County,175,33090,40.36
28768,NC,37,Transylvania County,175,33090,40.36
28770,NC,37,Buncombe County,021,238318,75.92
28771,NC,37,Graham County,075,8861,0
28772,NC,37,Transylvania County,175,33090,40.36
28773,NC,37,Polk County,149,20510,7.73
28774,NC,37,Transylvania County,175,33090,40.36
28775,NC,37,Macon County,113,33922,19.99
28776,NC,37,Buncombe County,021,238318,75.92
28777,NC,37,Mitchell County,121,15579,17.36
28778,NC,37,Buncombe County,021,238318,75.92
28779,NC,37,Jackson County,099,40271,26.91
28781,NC,37,Macon County,113,33922,19.99
28782,NC,37,Polk County,149,20510,7.73
28783,NC,37,Jackson County,099,40271,26.91
28784,NC,37,Henderson County,089,106740,66.73
28785,NC,37,Haywood County,087,59036,44.56
28786,NC,37,Haywood County,087,59036,44.56
28787,NC,37,Buncombe County,021,238318,75.92
28788,NC,37,Jackson County,099,40271,26.91
28789,NC,37,Jackson County,099,40271,26.91
28790,NC,37,Henderson County,089,106740,66.73
28791,NC,37,Henderson County,089,106740,66.73
28792,NC,37,Henderson County,089,106740,66.73
28793,NC,37,Henderson County,089,106740,66.73
28801,NC,37,Buncombe County,021,238318,75.92
28802,NC,37,Buncombe County,021,238318,75.92
28803,NC,37,Buncombe County,021,238318,75.92
28804,NC,37,Buncombe County,021,238318,75.92
28805,NC,37,Buncombe County,021,238318,75.92
28806,NC,37,Buncombe County,021,238318,75.92
28810,NC,37,Buncombe County,021,238318,75.92
28813,NC,37,Buncombe County,021,238318,75.92
28814,NC,37,Buncombe County,021,238318,75.92
28815,NC,37,Buncombe County,021,238318,75.92
28816,NC,37,Buncombe County,021,238318,75.92
28901,NC,37,Cherokee County,039,27444,0
28902,NC,37,Clay County,043,10587,0
28903,NC,37,Cherokee County,039,27444,0
28904,NC,37,Clay County,043,10587,0
28905,NC,37,Cherokee County,039,27444,0
28906,NC,37,Cherokee County,039,27444,0
28909,NC,37,Clay County,043,10587,0
29001,SC,45,Clarendon County,027,34971,14.29
29002,SC,45,Richland County,079,384504,90.93
29003,SC,45,Bamberg County,009,15987,45.49
29006,SC,45,Lexington County,063,262391,74.72
29009,SC,45,Kershaw County,055,61697,42.32
29010,SC,45,Lee County,061,19220,28.05
29014,SC,45,Chester County,023,33140,28.22
29015,SC,45,Fairfield County,039,23956,21.69
29016,SC,45,Richland County,079,384504,90.93
29018,SC,45,Orangeburg County,075,92501,36.22
29020,SC,45,Kershaw County,055,61697,42.32
29021,SC,45,Kershaw County,055,61697,42.32
29030,SC,45,Calhoun County,017,15175,0
29031,SC,45,Union County,087,28961,34.64
29032,SC,45,Kershaw County,055,61697,42.32
29033,SC,45,Lexington County,063,262391,74.72
29036,SC,45,Lexington County,063,262391,74.72
29037,SC,45,Newberry County,071,37508,32.15
29038,SC,45,Orangeburg County,075,92501,36.22
29039,SC,45,Orangeburg County,075,92501,36.22
29040,SC,45,Sumter County,085,107456,68.03
29041,SC,45,Clarendon County,027,34971,14.29
29042,SC,45,Bamberg County,009,15987,45.49
29044,SC,45,Richland County,079,384504,90.93
29045,SC,45,Kershaw County,055,61697,42.32
29046,SC,45,Lee County,061,19220,28.05
29047,SC,45,Orangeburg County,075,92501,36.22
29048,SC,45,Orangeburg County,075,92501,36.22
29051,SC,45,Sumter County,085,107456,68.03
29052,SC,45,Richland County,079,384504,90.93
29053,SC,45,Lexington County,063,262391,74.72
29054,SC,45,Lexington County,063,262391,74.72
29055,SC,45,Chester County,023,33140,28.22
29056,SC,45,Williamsburg County,089,34423,18.06
29058,SC,45,Lancaster County,057,76652,50.05
29059,SC,45,Orangeburg County,075,92501,36.22
29061,SC,45,Richland County,079,384504,90.93
29062,SC,45,Sumter County,085,107456,68.03
29063,SC,45,Richland County,079,384504,90.93
29065,SC,45,Fairfield County,039,23956,21.69
29067,SC,45,Lancaster County,057,76652,50.05
29069,SC,45,Darlington County,031,68681,42.24
29070,SC,45,Lexington County,063,262391,74.72
29071,SC,45,Lexington County,063,262391,74.72
29072,SC,45,Lexington County,063,262391,74.72
